,Algorithm,Instance,Number of States,Extracted Number of States,RunNumber,Time(s),LastTokenQuery,EquivalenceQuery,Tree Depth,Inner Nodes,Accuracy_in_target,Accuracy_anywhere,IsEquivalentExact,IsEquivalentOmitZero,IsMinimal
104,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_2,1000,725,5,69.6012897300534,28017,143,5,22,1.0,0.049,False,True,True
105,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_2,1000,725,6,66.14573576999828,28017,143,5,22,1.0,0.049,False,True,True
106,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_2,1000,725,7,69.80833332892507,28017,143,5,22,1.0,0.049,False,True,True
107,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_2,1000,725,8,65.51042493991554,28017,143,5,22,1.0,0.049,False,True,True
108,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_2,1000,725,9,69.97904993104748,28017,143,5,22,1.0,0.049,False,True,True
109,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_2,1000,725,10,65.6245127338916,28017,143,5,22,1.0,0.049,False,True,True
110,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_4,251,189,1,1.6747885257937014,6699,29,6,10,1.0,0.048,False,True,True
111,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_4,251,189,2,2.894087028922513,6699,29,6,10,1.0,0.048,False,True,True
112,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_4,251,189,3,2.7685143270064145,6699,29,6,10,1.0,0.048,False,True,True
113,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_4,251,189,4,1.6295474250800908,6699,29,6,10,1.0,0.048,False,True,True
114,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_4,251,189,5,2.960626228014007,6699,29,6,10,1.0,0.048,False,True,True
115,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_4,251,189,6,1.6376159498468041,6699,29,6,10,1.0,0.048,False,True,True
116,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_4,251,189,7,2.9536169730126858,6699,29,6,10,1.0,0.048,False,True,True
117,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_4,251,189,8,1.622666171984747,6699,29,6,10,1.0,0.048,False,True,True
118,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_4,251,189,9,2.885249484097585,6699,29,6,10,1.0,0.048,False,True,True
119,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_4,251,189,10,2.7742555618751794,6699,29,6,10,1.0,0.048,False,True,True
120,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_8,1001,721,1,60.663771284976974,27632,133,5,24,1.0,0.048,False,True,True
121,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_8,1001,721,2,63.26334124803543,27632,133,5,24,1.0,0.048,False,True,True
122,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_8,1001,721,3,60.53999481792562,27632,133,5,24,1.0,0.048,False,True,True
123,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_8,1001,721,4,62.1058581660036,27632,133,5,24,1.0,0.048,False,True,True
124,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_8,1001,721,5,63.34002846898511,27632,133,5,24,1.0,0.048,False,True,True
125,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_8,1001,721,6,61.67192212003283,27632,133,5,24,1.0,0.048,False,True,True
126,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_8,1001,721,7,62.0294127848465,27632,133,5,24,1.0,0.048,False,True,True
127,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_8,1001,721,8,61.74894618312828,27632,133,5,24,1.0,0.048,False,True,True
128,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_8,1001,721,9,60.74615511414595,27632,133,5,24,1.0,0.048,False,True,True
129,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_8,1001,721,10,64.5743795230519,27632,133,5,24,1.0,0.048,False,True,True
130,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_3,501,357,1,16.454220198793337,13233,74,6,18,1.0,0.051,False,True,True
131,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_3,501,357,2,13.28262340114452,13233,74,6,18,1.0,0.051,False,True,True
132,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_3,501,357,3,12.522114165127277,13233,74,6,18,1.0,0.051,False,True,True
133,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_3,501,357,4,12.486658037872985,13233,74,6,18,1.0,0.051,False,True,True
134,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_3,501,357,5,12.301977732917294,13233,74,6,18,1.0,0.051,False,True,True
135,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_3,501,357,6,13.557345498120412,13233,74,6,18,1.0,0.051,False,True,True
136,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_3,501,357,7,11.658193851122633,13233,74,6,18,1.0,0.051,False,True,True
137,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_3,501,357,8,13.398965906817466,13233,74,6,18,1.0,0.051,False,True,True
138,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_3,501,357,9,12.663339548977092,13233,74,6,18,1.0,0.051,False,True,True
139,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_3,501,357,10,12.753047571051866,13233,74,6,18,1.0,0.051,False,True,True
140,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_1,501,395,1,13.453573944047093,13970,75,5,14,1.0,0.051,False,True,True
141,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_1,501,395,2,14.674046779982746,13970,75,5,14,1.0,0.051,False,True,True
142,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_1,501,395,3,13.817725864006206,13970,75,5,14,1.0,0.051,False,True,True
143,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_1,501,395,4,13.836056236876175,13970,75,5,14,1.0,0.051,False,True,True
144,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_1,501,395,5,13.450872919056565,13970,75,5,14,1.0,0.051,False,True,True
145,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_1,501,395,6,14.653712103143334,13970,75,5,14,1.0,0.051,False,True,True
146,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_500_1,501,395,7,13.825676823034883,13970,75,5,14,1.0,0.051,False,True,True
